uniName,programmeName,courseName,minDegreeName,minGpa,higherDegreeName,higherGpa,AcademicRequirementsMetaData,intakeInfo,courseDuration,tuitionFee,currency,initialDeposit,applicationFee,feesMetaData,commission,applicationDeadline,ieltsMinOverall,ieltsMinSection,toeflMinOverall,toeflMinSection,pteMinOverall,pteMinSection,scholarshipName,scholarshipAmount,scholarshipType,scholarshipMetaData,degreeName,courseUrlExternal,Uni_Academic_Requirements,Uni_English_Requirements,Uni_Deposit,Uni_Scholarship,Result,courseScraped,Uni_metadate
University of Essex,"Hospitality, Event Management and Tourism",International Tourism Management,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01585/2/BA-International-Tourism-Management?_cldee=diblCGeZ9rnkvm3eEf2i9hXYCMxI6STM3HB_Ejvy6T2ZT_c8ACVIB7yRje4WVWfo&recipientid=contact-47d41163c34def11a317002248077aa5-1d84c2c334f0424396e45a327d7d6dea&utm_source=ClickDimensions&utm_medium=email&utm_campaign=Agent%20Comms%2021%2F22&esid=1f8f415d-eed4-ef11-8ee9-6045bd11739b,,,,,,,
University of Essex,Drama and Dance,History and Drama,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01445/1/BA-History-and-Drama,,,,,,,
University of Essex,"Hospitality, Event Management and Tourism",International Tourism Management,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01585/2/BA-International-Tourism-Management,,,,,,,
University of Essex,Education,Film Studies and Art History,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00165/1/BA-Film-Studies-and-Art-History,,,,,,,
University of Essex,Creative Writing,Creative Writing,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00088/1/BA-Creative-Writing?startdate=2024/25,,,,,,,
University of Essex,Criminology,Criminology with Counselling Skills,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01290/1/BA-Criminology-with-Counselling-Skills?startdate=2024/25,,,,,,,
University of Essex,Criminology,Criminology with Social Psychology,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00092/1/BA-Criminology-with-Social-Psychology?startdate=2024/25,,,,,,,
University of Essex,Politics,Curating with Politics,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01433/1/BA-Curating-with-Politics?startdate=2024/25,,,,,,,
University of Essex,Drama and Dance,Drama,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00097/1/BA-Drama?startdate=2024/25,,,,,,,
University of Essex,Creative Writing,Drama and Creative Writing,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01501/1/BA-Drama-and-Creative-Writing?startdate=2024/25,,,,,,,
University of Essex,Drama and Dance,Drama and Literature,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00098/1/BA-Drama-and-Literature?startdate=2024/25,,,,,,,
University of Essex,English Literature,English Literature,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00139/1/ba-english-literature,,,,,,,
University of Essex,Drama and Dance,Film and Drama,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01371/1/ba-film-and-drama,,,,,,,
University of Essex,Film Production,Film and Journalism,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01502/1/ba-journalism-and-film,,,,,,,
University of Essex,Education,Film Studies and Literature,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00166/1/ba-film-studies-and-literature,,,,,,,
University of Essex,Business and Management,Global Studies with Business Management,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01377/1/ba-global-studies-with-business-management,,,,,,,
University of Essex,Education,Global Studies with Politics,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01341/1/ba-global-studies-with-politics,,,,,,,
University of Essex,Computer Science,Global Studies with Sustainability,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01510/1/ba-global-studies-with-sustainability,,,,,,,
University of Essex,Law,History and Law,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01444/1/ba-history-and-law,,,,,,,
University of Essex,Education,History with Film Studies,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00203/1/ba-history-with-film-studies,,,,,,,
University of Essex,"Hospitality, Event Management and Tourism",Hospitality Management,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01327/2/ba-hospitality-management,,,,,,,
University of Essex,"Hospitality, Event Management and Tourism",Hospitality Management (Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01327/2/ba-hospitality-management?coursecode=NA86,,,,,,,
University of Essex,Criminology,Journalism and Criminology,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01089/1/ba-journalism-and-criminology,,,,,,,
University of Essex,Criminology,Journalism and Criminology (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01089/1/ba-journalism-and-criminology?coursecode=P551,,,,,,,
University of Essex,Criminology,Journalism and Criminology (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01089/1/ba-journalism-and-criminology?coursecode=P552,,,,,,,
University of Essex,Education,Journalism and Language Studies,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01514/1/ba-journalism-and-language-studies,,,,,,,
University of Essex,Politics,Journalism and Politics,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01100/1/ba-journalism-and-politics,,,,,,,
University of Essex,Creative Writing,Literature and Creative Writing,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01055/1/BA-Literature-and-Creative-Writing?startdate=2024/25,,,,,,,
University of Essex,International Relations,Modern History and International Relations,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00292/1/ba-modern-history-and-international-relations,,,,,,,
University of Essex,Politics,Modern History and Politics,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00293/1/ba-modern-history-and-politics,,,,,,,
University of Essex,Philosophy,Philosophy and History,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00325/1/ba-philosophy-and-history,,,,,,,
University of Essex,Law,Philosophy and Law,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00326/1/ba-philosophy-and-law,,,,,,,
University of Essex,Philosophy,Philosophy and Politics,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00330/1/ba-philosophy-and-politics,,,,,,,
University of Essex,Psychology,Psychodynamic Practice,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01028/1/ba-psychodynamic-practice,,,,,,,
University of Essex,Education,Psychosocial and Psychoanalytic Studies,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01035/1/ba-psychosocial-and-psychoanalytic-studies,,,,,,,
University of Essex,Criminology,Sociology and Criminology,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,36 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00379/1/ba-sociology-and-criminology,,,,,,,
